ciu; ulpwrrat;madein;flia;fcc;ic;etsi
DH424-329;120Vac, 60Hz, 1.5A;U.S.A;DH4;P3TDH4;8986A-DH4
DH424-330;24-58Vdc, 7-4A;U.S.A;DH4;P3TDH4;8986A-DH4
DH424-331;120Vac, 60Hz, 1.5A;U.S.A;DH4;P3TDH4;8986A-DH4
DH424-332;24-58Vdc, 7-4A;U.S.A;DH4;P3TDH4;8986A-DH4
DH424-333;120Vac, 60Hz, 1.5A;U.S.A;DH4;P3TDH4;8986A-DH4
DH424-334;24-58Vdc, 7-4A;U.S.A;DH4;P3TDH4;8986A-DH4
DH424-335;120Vac, 60Hz, 1.5A;U.S.A;DH4;P3TDH4;8986A-DH4
DH424-336;24-58Vdc, 7-4A;U.S.A;DH4;P3TDH4;8986A-DH4
DH424V-224;;U.S.A;DH4;P3TDH4;8986A-DH4
DH430-104;120Vac, 60Hz, 1.5A;U.S.A;DH4;P3TDH4;8986A-DH4
DH430-105;24-58Vdc, 7-4A;U.S.A;DH4;P3TDH4;8986A-DH4
DH430-108;120Vac, 60Hz, 1.5A;U.S.A;DH4;P3TDH4;8986A-DH4
DH430-109;24-58Vdc, 7-4A;U.S.A;DH4;P3TDH4;8986A-DH4
DH430-112;120Vac, 60Hz, 1.5A;U.S.A;DH4;P3TDH4;8986A-DH4
DH430-113;24-58Vdc, 7-4A;U.S.A;DH4;P3TDH4;8986A-DH4
DH430-116;120Vac, 60Hz, 1.5A;U.S.A;DH4;P3TDH4;8986A-DH4
DH430-117;24-58Vdc, 7-4A;U.S.A;DH4;P3TDH4;8986A-DH4
DH430-216;120Vac, 60Hz, 1.5A;U.S.A;DH4;P3TDH4;8986A-DH4
DH430-217;24-58Vdc, 7-4A;U.S.A;DH4;P3TDH4;8986A-DH4
DH430-228;120Vac, 60Hz, 1.5A;U.S.A;DH4;P3TDH4;8986A-DH4
DH430-229;24-58Vdc, 7-4A;U.S.A;DH4;P3TDH4;8986A-DH4
DH430-252;120Vac, 60Hz, 1.5A;U.S.A;DH4;P3TDH4;8986A-DH4
DH430-253;24-58Vdc, 7-4A;U.S.A;DH4;P3TDH4;8986A-DH4
DH430-264;120Vac, 60Hz, 1.5A;U.S.A;DH4;P3TDH4;8986A-DH4
DH430-265;24-58Vdc, 7-4A;U.S.A;DH4;P3TDH4;8986A-DH4
DH430-276;120Vac, 60Hz, 1.5A;U.S.A;DH4;P3TDH4;8986A-DH4
DH430-277;24-58Vdc, 7-4A;U.S.A;DH4;P3TDH4;8986A-DH4
DH430-288;120Vac, 60Hz, 1.5A;U.S.A;DH4;P3TDH4;8986A-DH4
DH430-298;24-58Vdc, 7-4A;U.S.A;DH4;P3TDH4;8986A-DH4
DH430-289;24-58Vdc, 7-4A;U.S.A;DH4;P3TDH4;8986A-DH4
DH430-326;120Vac, 60Hz, 1.5A;U.S.A;DH4;P3TDH4;8986A-DH4
DH430-327;24-58Vdc, 7-4A;U.S.A;DH4;P3TDH4;8986A-DH4
DH430-328;120Vac, 60Hz, 1.5A;U.S.A;DH4;P3TDH4;8986A-DH4
DH430-329;24-58Vdc, 7-4A;U.S.A;DH4;P3TDH4;8986A-DH4
DH430-335;120Vac, 60Hz, 1.5A;U.S.A;DH4;P3TDH4;8986A-DH4
DH430-336;24-58Vdc, 7-4A;U.S.A;DH4;P3TDH4;8986A-DH4
DH430-338;120Vac, 60Hz, 1.5A;U.S.A;DH4;P3TDH4;8986A-DH4
DH430-339;24-58Vdc, 7-4A;U.S.A;DH4;P3TDH4;8986A-DH4
DH430-342;120Vac, 60Hz, 1.5A;U.S.A;DH4;P3TDH4;8986A-DH4
DH430-343;24-58Vdc, 7-4A;U.S.A;DH4;P3TDH4;8986A-DH4
DH430-346;120Vac, 60Hz, 1.5A;U.S.A;DH4;P3TDH4;8986A-DH4
DH430-347;24-58Vdc, 7-4A;U.S.A;DH4;P3TDH4;8986A-DH4
DH430-348;120Vac, 60Hz, 1.5A;U.S.A;DH4;P3TDH4;8986A-DH4
DH430-349;24-58Vdc, 7-4A;U.S.A;DH4;P3TDH4;8986A-DH4
DH430-D-301;120Vac, 60Hz, 1.5A;U.S.A;DH4;P3TDH4;8986A-DH4
DH430-D-302;24-58Vdc, 7-4A;U.S.A;DH4;P3TDH4;8986A-DH4
DH430-D-303;120Vac, 60Hz, 1.5A;U.S.A;DH4;P3TDH4;8986A-DH4
DH430-D-304;24-58Vdc, 7-4A;U.S.A;DH4;P3TDH4;8986A-DH4
DH430-D-305;120Vac, 60Hz, 1.5A;U.S.A;DH4;P3TDH4;8986A-DH4
DH430-D-306;24-58Vdc, 7-4A;U.S.A;DH4;P3TDH4;8986A-DH4
DH430-D-307;120Vac, 60Hz, 1.5A;U.S.A;DH4;P3TDH4;8986A-DH4
DH430-D-308;24-58Vdc, 7-4A;U.S.A;DH4;P3TDH4;8986A-DH4
DH430-D-309;120Vac, 60Hz, 1.5A;U.S.A;DH4;P3TDH4;8986A-DH4
DH430-D-310;24-58Vdc, 7-4A;U.S.A;DH4;P3TDH4;8986A-DH4
DH430-D-311;120Vac, 60Hz, 1.5A;U.S.A;DH4;P3TDH4;8986A-DH4
DH430-D-312;24-58Vdc, 7-4A;U.S.A;DH4;P3TDH4;8986A-DH4
DH430-D-313;120Vac, 60Hz, 1.5A;U.S.A;DH4;P3TDH4;8986A-DH4
DH430-D-314;24-58Vdc, 7-4A;U.S.A;DH4;P3TDH4;8986A-DH4
DH430-D-317;120Vac, 60Hz, 1.5A;U.S.A;DH4;P3TDH4;8986A-DH4
DH430-D-318;24-58Vdc, 7-4A;U.S.A;DH4;P3TDH4;8986A-DH4
DH437-104;120Vac, 60Hz, 1.5A;U.S.A;DH4;P3TDH4;8986A-DH4
DH437-105;24-58Vdc, 7-4A;U.S.A;DH4;P3TDH4;8986A-DH4
DH437-108;120Vac, 60Hz, 1.5A;U.S.A;DH4;P3TDH4;8986A-DH4
DH437-109;24-58Vdc, 7-4A;U.S.A;DH4;P3TDH4;8986A-DH4
DH437-112;120Vac, 60Hz, 1.5A;U.S.A;DH4;P3TDH4;8986A-DH4
DH437-113;24-58Vdc, 7-4A;U.S.A;DH4;P3TDH4;8986A-DH4
DH437-116;120Vac, 60Hz, 1.5A;U.S.A;DH4;P3TDH4;8986A-DH4
DH437-117;24-58Vdc, 7-4A;U.S.A;DH4;P3TDH4;8986A-DH4
DH437-216;120Vac, 60Hz, 1.5A;U.S.A;DH4;P3TDH4;8986A-DH4
DH437-217;24-58Vdc, 7-4A;U.S.A;DH4;P3TDH4;8986A-DH4
DH437-228;120Vac, 60Hz, 1.5A;U.S.A;DH4;P3TDH4;8986A-DH4
DH437-229;24-58Vdc, 7-4A;U.S.A;DH4;P3TDH4;8986A-DH4
DH437-252;120Vac, 60Hz, 1.5A;U.S.A;DH4;P3TDH4;8986A-DH4
DH437-253;24-58Vdc, 7-4A;U.S.A;DH4;P3TDH4;8986A-DH4
DH437-264;120Vac, 60Hz, 1.5A;U.S.A;DH4;P3TDH4;8986A-DH4
DH437-265;24-58Vdc, 7-4A;U.S.A;DH4;P3TDH4;8986A-DH4
DH437-276;120Vac, 60Hz, 1.5A;U.S.A;DH4;P3TDH4;8986A-DH4
DH437-277;24-58Vdc, 7-4A;U.S.A;DH4;P3TDH4;8986A-DH4
DH437-288;120Vac, 60Hz, 1.5A;U.S.A;DH4;P3TDH4;8986A-DH4
DH437-289;24-58Vdc, 7-4A;U.S.A;DH4;P3TDH4;8986A-DH4
DH437-303;120Vac, 60Hz, 1.5A;U.S.A;DH4;P3TDH4;8986A-DH4
DH437-304;24-58Vdc, 7-4A;U.S.A;DH4;P3TDH4;8986A-DH4
DH437-320;120Vac, 60Hz, 1.5A;U.S.A;DH4;P3TDH4;8986A-DH4
DH437-321;24-58Vdc, 7-4A;U.S.A;DH4;P3TDH4;8986A-DH4
DH437-322;120Vac, 60Hz, 1.5A;U.S.A;DH4;P3TDH4;8986A-DH4
DH437-323;24-58Vdc, 7-4A;U.S.A;DH4;P3TDH4;8986A-DH4
DH437-326;120Vac, 60Hz, 1.5A;U.S.A;DH4;P3TDH4;8986A-DH4
DH437-327;24-58Vdc, 7-4A;U.S.A;DH4;P3TDH4;8986A-DH4
DH437-328;120Vac, 60Hz, 1.5A;U.S.A;DH4;P3TDH4;8986A-DH4
DH437-329;24-58Vdc, 7-4A;U.S.A;DH4;P3TDH4;8986A-DH4
DH437-330;120Vac, 60Hz, 1.5A;U.S.A;DH4;P3TDH4;8986A-DH4
DH437-331;24-58Vdc, 7-4A;U.S.A;DH4;P3TDH4;8986A-DH4
DH437-332;120Vac, 60Hz, 1.5A;U.S.A;DH4;P3TDH4;8986A-DH4
DH437-333;24-58Vdc, 7-4A;U.S.A;DH4;P3TDH4;8986A-DH4
DH437-D-301;120Vac, 60Hz, 1.5A;U.S.A;DH4;P3TDH4;8986A-DH4
DH437-D-302;24-58Vdc, 7-4A;U.S.A;DH4;P3TDH4;8986A-DH4
DH437-D-303;120Vac, 60Hz, 1.5A;U.S.A;DH4;P3TDH4;8986A-DH4
DH437-D-304;24-58Vdc, 7-4A;U.S.A;DH4;P3TDH4;8986A-DH4
DH437-D-305;120Vac, 60Hz, 1.5A;U.S.A;DH4;P3TDH4;8986A-DH4
DH437-D-306;24-58Vdc, 7-4A;U.S.A;DH4;P3TDH4;8986A-DH4
DH437-D-307;120Vac, 60Hz, 1.5A;U.S.A;DH4;P3TDH4;8986A-DH4
DH437-D-308;24-58Vdc, 7-4A;U.S.A;DH4;P3TDH4;8986A-DH4
DH437-D-315;120Vac, 60Hz, 1.5A;U.S.A;DH4;P3TDH4;8986A-DH4
DH437-D-316;24-58Vdc, 7-4A;U.S.A;DH4;P3TDH4;8986A-DH4
DH437-D-317;120Vac, 60Hz, 1.5A;U.S.A;DH4;P3TDH4;8986A-DH4
DH437-D-318;24-58Vdc, 7-4A;U.S.A;DH4;P3TDH4;8986A-DH4
DH437-D-319;120Vac, 60Hz, 1.5A;U.S.A;DH4;P3TDH4;8986A-DH4
DH437-D-320;24-58Vdc, 7-4A;U.S.A;DH4;P3TDH4;8986A-DH4
DH437-D-321;120Vac, 60Hz, 1.5A;U.S.A;DH4;P3TDH4;8986A-DH4
DH437-D-322;24-58Vdc, 7-4A;U.S.A;DH4;P3TDH4;8986A-DH4
DH437-D-323;;U.S.A;DH4;P3TDH4;8986A-DH4
DH737-600;120Vac, 60Hz, 1.5A;U.S.A;DH7;P3TDH7;8986A-DH7
DH737-601;24-58Vdc, 7-4A;U.S.A;DH7;P3TDH7;8986A-DH7
DH7S3434-600;120Vac, 60Hz, 2A;U.S.A;DH7S;P3TDH7S;8986A-DH7S
DH7S3434-601;22-58Vdc, 8-5A;U.S.A;DH7S;P3TDH7S;8986A-DH7S
DHS37-600;120Vac, 60Hz, 1.5A;U.S.A;DHS;P3TDHS;8986A-DHS
DHS37-601;24-58Vdc, 7-4A;U.S.A;DHS;P3TDHS;8986A-DHS
H7S2727V-601;;U.S.A;H7;P3TH7;8986A-H7
DH737-R-2FO-004;;U.S.A;DH7;P3TDH7;8986A-DH7
HS30V-600;;U.S.A;BDA85S-1B3LC;P3TBDA85S-1B3LC;8986A-BDA85S1B3LC
HS30V-601;;U.S.A;BDA85S-1B3LC;P3TBDA85S-1B3LC;8986A-BDA85S1B3LC
DH100-M-RM-001;;U.S.A;DH1;P3TDH1;8986A-DH1
DH400-M-1-RM-101;;U.S.A;DH4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DH400-M-2-RM-101;;U.S.A;DH4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DH400-M-3-RM-101;;U.S.A;DH4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DHS00-M-RM-101;;U.S.A;DHS00-M;P3TDHS00-M;8986A-DHS00M
DH440-HG-SCH-1-002;;U.S.A;DH440-HG-SCH-1;P3TDH440-HG-SCH-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DH440-HG-SCH-2-002;;U.S.A;DH440-HG-SCH-2;P3TDH440-HG-SCH-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DH440-HG-SCH-3-001;;U.S.A;DH440-HG-SCH-3;P3TDH440-HG-SCH-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
